Price,Condominium,FloorSize,NumberOfBedrooms,NumberOfBathrooms,ParkingSpaces,IPTU,Address,Title,Link,Publisher,ItemID,UnitTypes
3500.0,490.0,120.0,4,2,4,305.0,"Rua Paula Cândido, Gutierrez, Minas Gerais","Apartamento para Aluguel - Gutierrez, 4 Quartos, 120 m2",/imovel/aluguel-apartamento-4-quartos-gutierrez-belo-horizonte-mg-120m2-id-2558827224/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558827224,['APARTMENT']
2300.0,450.0,43.0,1,1,1,143.0,"Avenida dos Bandeirantes, Sion, Minas Gerais","Apartamento para Aluguel - Sion, 1 Quarto, 43 m2",/imovel/aluguel-apartamento-1-quarto-mobiliado-sion-belo-horizonte-mg-43m2-id-2558843873/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558843873,['APARTMENT']
2500.0,450.0,130.0,3,3,1,343.0,"Rua Mestre Lucas, Cruzeiro, Minas Gerais","Apartamento para Aluguel - Cruzeiro, 3 Quartos, 130 m2",/imovel/aluguel-apartamento-3-quartos-cruzeiro-belo-horizonte-mg-130m2-id-2558829611/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558829611,['APARTMENT']
1000.0,200.0,35.0,2,1,1,0.0,"Rua Professor Carlos Tunes, Palmeiras, Minas Gerais","Apartamento para aluguel, 2 quartos, 1 vaga, Palmeiras - Belo Horizonte/MG",/imovel/aluguel-apartamento-2-quartos-palmeiras-belo-horizonte-mg-35m2-id-2558909367/,Utilbrás Imóveis - Aluguel,2558909367,['APARTMENT']
2200.0,0.0,113.0,2,3,1,0.0,"Rua Demétrio Ribeiro, Pompéia, Minas Gerais","Apartamento para Aluguel - Pompéia, 2 Quartos, 113 m2",/imovel/aluguel-cobertura-2-quartos-mobiliado-pompeia-belo-horizonte-mg-113m2-id-2558576219/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558576219,['PENTHOUSE']
500.0,350.0,25.0,0,1,1,35.0,"Rua Germano Torres, Carmo, Minas Gerais","Sala(s) para aluguel, 1 vaga, Carmo - Belo Horizonte/MG",/imovel/aluguel-com-seguranca-interna-carmo-belo-horizonte-mg-25m2-id-2558850761/,Anuar Donato Consultoria Imobiliária,2558850761,['OFFICE']
2200.0,500.0,100.0,3,2,2,100.0,"Rua Carlos Peixoto, São Lucas, Minas Gerais","Apartamento para Aluguel - São Lucas, 3 Quartos, 100 m2",/imovel/aluguel-apartamento-3-quartos-sao-lucas-belo-horizonte-mg-100m2-id-2558635200/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558635200,['APARTMENT']
1800.0,450.0,100.0,2,2,1,104.0,"Rua das Flores, Nova Suíssa, Minas Gerais","Apartamento para Aluguel - Nova Suissa, 2 Quartos, 100 m2",/imovel/aluguel-apartamento-2-quartos-nova-suissa-belo-horizonte-mg-100m2-id-2558637069/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558637069,['APARTMENT']
1200.0,364.0,26.0,0,1,0,60.0,"Rua Uberaba, Barro Preto, Minas Gerais","Sala(s) para aluguel, Barro Preto - Belo Horizonte/MG",/imovel/aluguel-conjunto-comercial-sala-com-ar-condicionado-barro-preto-belo-horizonte-mg-26m2-id-2558850310/,Anuar Donato Consultoria Imobiliária,2558850310,['OFFICE']
2900.0,250.0,120.0,4,2,1,197.0,"Rua República Argentina, Sion, Minas Gerais","Apartamento para Aluguel - Sion, 4 Quartos, 120 m2",/imovel/aluguel-apartamento-4-quartos-sion-belo-horizonte-mg-120m2-id-2558459507/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558459507,['APARTMENT']
3800.0,640.0,100.0,0,2,2,200.0,"Rua Piauí, Santa Efigênia, Minas Gerais","Conjunto Salas, 100 m² - Santa Efigênia - Belo Horizonte/MG",/imovel/venda-conjunto-comercial-sala-mobiliado-santa-efigenia-belo-horizonte-mg-100m2-id-2558665792/,BIHAIN NEGOCIOS IMOBILIARIOS,2558665792,['OFFICE']
22000.0,0.0,400.0,0,0,4,3000.0,"Avenida do Contorno, Funcionários, Minas Gerais","Loja para aluguel, 4 vagas, Funcionários - Belo Horizonte/MG",/imovel/aluguel-loja-salao-funcionarios-belo-horizonte-mg-400m2-id-2544832573/,Monaghan Imoveis,2544832573,['BUSINESS']
1200.0,579.0,40.0,0,2,0,160.0,"Centro, Minas Gerais",BELO HORIZONTE - Padrão - Centro,/imovel/aluguel-conjunto-comercial-sala-centro-belo-horizonte-mg-40m2-id-2545835502/,FAI - CONSULTORIA DE IMOVEIS LTDA,2545835502,['OFFICE']
3500.0,1400.0,85.0,3,2,2,206.0,"Rua Lavras, São Pedro, Minas Gerais",Apartamento com 3 quartos e 2 vagas para alugar no São Pedro - Belo Horizonte/MG,/imovel/aluguel-apartamento-3-quartos-com-quadra-poliesportiva-sao-pedro-belo-horizonte-mg-85m2-id-2557944941/,Luiz Renato Imóveis,2557944941,['APARTMENT']
1900.0,60.0,140.0,3,3,0,0.0,"Rua Rio Casca, Carlos Prates, Minas Gerais","Apartamento com 3 quartos para alugar, 140 m² por R$ 1.900/mês - Carlos Prates - Belo Horizonte/MG",/imovel/aluguel-apartamento-3-quartos-com-interfone-carlos-prates-belo-horizonte-mg-140m2-id-2558838453/,VIA NOBRE ALUGUEL,2558838453,['APARTMENT']
1100.0,220.0,50.0,2,1,1,0.0,"Rua Padre Leopoldo Mertens, São Francisco, Minas Gerais","Apartamento para Aluguel - São Francisco, 2 Quartos, 50 m2",/imovel/aluguel-apartamento-2-quartos-sao-francisco-belo-horizonte-mg-50m2-id-2558845903/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558845903,['APARTMENT']
2200.0,0.0,66.0,0,0,0,0.0,"Rua dos Guajajaras, Barro Preto, Minas Gerais","Sala para aluguel, Barro Preto - Belo Horizonte/MG",/imovel/aluguel-conjunto-comercial-sala-com-cozinha-barro-preto-belo-horizonte-mg-66m2-id-2558871370/,DECISÃO IMÓVEIS ALUGUEL,2558871370,['OFFICE']
1050.0,100.0,60.0,2,1,1,25.0,"Rua João Gusman, Jaqueline, Minas Gerais","Casa de Condomínio para Aluguel - Jaqueline, 2 Quartos, 60 m2",/imovel/aluguel-casa-de-condominio-2-quartos-com-espaco-gourmet-jaqueline-belo-horizonte-mg-60m2-id-2558822347/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558822347,['CONDOMINIUM']
2400.0,230.0,60.0,2,2,2,100.0,"Ouro Preto, Minas Gerais",Apartamento para locação no Bairro Ouro Preto!,/imovel/aluguel-apartamento-2-quartos-ouro-preto-belo-horizonte-mg-60m2-id-2558901390/,Inovi Soluções Imobiliárias,2558901390,['APARTMENT']
320000.0,1000.0,60.0,0,1,2,1500.0,"Avenida Prudente de Morais, Lourdes, Minas Gerais",Sala/Conjunto para aluguel e venda possui 60 metros quadrados em Cidade Jardim - Belo Horizonte - MG,/imovel/venda-conjunto-comercial-sala-lourdes-belo-horizonte-mg-60m2-id-2558837211/,ABE Ltda,2558837211,['OFFICE']
1300.0,50.0,38.0,0,0,0,38.0,"Rua Álvares Maciel, Santa Efigênia, Minas Gerais","Sala para aluguel, Santa Efigênia - Belo Horizonte/MG",/imovel/aluguel-conjunto-comercial-sala-com-cozinha-santa-efigenia-belo-horizonte-mg-38m2-id-2558871657/,DECISÃO IMÓVEIS ALUGUEL,2558871657,['OFFICE']
4200.0,1083.0,100.0,0,0,2,482.0,"Avenida Getúlio Vargas, Savassi, Minas Gerais","Sala para aluguel, 2 vagas, Savassi - Belo Horizonte/MG",/imovel/aluguel-conjunto-comercial-sala-savassi-belo-horizonte-mg-100m2-id-2558921624/,ADBENS IMOVEIS,2558921624,['OFFICE']
1530.0,470.0,51.0,0,2,0,240.0,"Rua Rio de Janeiro, Centro, Minas Gerais","Sala(s) para aluguel, Centro - Belo Horizonte/MG",/imovel/aluguel-conjunto-comercial-sala-com-seguranca-interna-centro-belo-horizonte-mg-51m2-id-2558850307/,Anuar Donato Consultoria Imobiliária,2558850307,['OFFICE']
3500.0,0.0,72.0,0,1,0,0.0,"Rua Berlinque Cantelmo, Alto dos Pinheiros, Minas Gerais",Loja para alugar em Belo Horizonte,/imovel/aluguel-loja-salao-alto-dos-pinheiros-belo-horizonte-mg-72m2-id-2558707601/,INOVA PLATAFORMA DE INTEGRACAO,2558707601,['BUSINESS']
850.0,299.0,30.0,0,1,1,177.0,"Avenida do Contorno, Santo Antônio, Minas Gerais","Sala(s) para aluguel, 1 vaga, Santo Antônio - Belo Horizonte/MG",/imovel/aluguel-conjunto-comercial-sala-santo-antonio-belo-horizonte-mg-30m2-id-2558849138/,Anuar Donato Consultoria Imobiliária,2558849138,['OFFICE']
2350.0,150.0,150.0,3,3,1,98.0,"Rua Benjamim Quadros, Santa Efigênia, Minas Gerais","Apartamento para Aluguel - Santa Efigênia, 3 Quartos, 150 m2",/imovel/aluguel-cobertura-3-quartos-santa-efigenia-belo-horizonte-mg-150m2-id-2558823036/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558823036,['PENTHOUSE']
2000.0,200.0,85.0,3,1,2,2473.0,"Rua João Gualberto Filho, Sagrada Família, Minas Gerais","Apartamento para aluguel, 3 quartos, 1 suíte, 2 vagas, Sagrada Família - Belo Horizonte/MG",/imovel/aluguel-apartamento-3-quartos-sagrada-familia-belo-horizonte-mg-85m2-id-2558909696/,Utilbrás Imóveis - Aluguel,2558909696,['APARTMENT']
2300.0,400.0,90.0,3,2,1,155.0,"Rua João Arantes, Cidade Nova, Minas Gerais","Apartamento para Aluguel - Cidade Nova, 3 Quartos, 90 m2",/imovel/aluguel-apartamento-3-quartos-com-ar-condicionado-cidade-nova-belo-horizonte-mg-90m2-id-2558636872/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558636872,['APARTMENT']
650.0,648.0,25.0,0,1,0,132.0,"Rua dos Otoni, Santa Efigênia, Minas Gerais","Sala(s) para aluguel, Santa Efigênia - Belo Horizonte/MG",/imovel/aluguel-conjunto-comercial-sala-com-elevador-santa-efigenia-belo-horizonte-mg-25m2-id-2558850300/,Anuar Donato Consultoria Imobiliária,2558850300,['OFFICE']
1300.0,490.0,30.0,0,1,1,172.0,"Avenida Afonso Pena, Serra, Minas Gerais","Sala para aluguel, 1 vaga, Serra - Belo Horizonte/MG",/imovel/aluguel-serra-belo-horizonte-mg-30m2-id-2558871371/,DECISÃO IMÓVEIS ALUGUEL,2558871371,['OFFICE']
2100.0,355.0,70.0,2,1,1,96.0,"Rua Rio Doce, São Lucas, Minas Gerais","Apartamento para Aluguel - São Lucas, 2 Quartos, 70 m2",/imovel/aluguel-apartamento-2-quartos-sao-lucas-belo-horizonte-mg-70m2-id-2558636865/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558636865,['APARTMENT']
3900.0,0.0,71.0,0,0,0,0.0,"Rua Lagoa da Prata, Salgado Filho, Minas Gerais","Loja para aluguel, Salgado Filho - Belo Horizonte/MG",/imovel/aluguel-loja-salao-com-cozinha-salgado-filho-belo-horizonte-mg-71m2-id-2558849307/,Anuar Donato Consultoria Imobiliária,2558849307,['BUSINESS']
1600.0,0.0,7667.0,0,1,4,100.0,"Buritis, Minas Gerais","Loja para alugar, 7667 m² por R$ 1.600,00/mês - Buritis - Belo Horizonte/MG",/imovel/aluguel-loja-salao-com-ar-condicionado-buritis-belo-horizonte-mg-7667m2-id-2558901875/,EXPECTATIVA IMOVEIS,2558901875,['BUSINESS']
3000.0,492.0,135.0,2,2,2,162.0,"Rua Marabá, Santo Antônio, Minas Gerais","Apartamento para Aluguel - Santo Antônio, 2 Quartos, 135 m2",/imovel/aluguel-cobertura-2-quartos-santo-antonio-belo-horizonte-mg-135m2-id-2558920776/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558920776,['PENTHOUSE']
3900.0,100.0,115.0,0,0,2,0.0,"Avenida Barão Homem de Melo, Estoril, Minas Gerais",Aluguel loja frente para rua com 2 vagas de garagem 115m² Estoril,/imovel/aluguel-estoril-belo-horizonte-mg-115m2-id-2558849434/,Anuar Donato Consultoria Imobiliária,2558849434,['BUSINESS']
11000.0,0.0,150.0,0,0,0,1.0,"Santo Antônio, Minas Gerais","Loja para aluguel, Santo Antônio - Belo Horizonte/MG",/imovel/aluguel-loja-salao-santo-antonio-belo-horizonte-mg-150m2-id-2558473603/,LAR IMÓVEIS LOCAÇÃO,2558473603,['BUSINESS']
1100.0,639.0,51.0,0,1,1,1271.0,"Rua Gonçalves Dias, Funcionários, Minas Gerais","Sala para alugar no Funcionários, próximo à Av. Getúlio Vargas",/imovel/aluguel-conjunto-comercial-sala-com-ar-condicionado-funcionarios-belo-horizonte-mg-51m2-id-2533124677/,INVESTBENS,2533124677,['OFFICE']
890.0,35.0,25.0,0,0,0,75.0,"Rua Maria Beatriz, Havaí, Minas Gerais","Loja para alugar, 25 m² por R$ 890,00/mês - Havaí - Belo Horizonte/MG",/imovel/aluguel-loja-salao-com-interfone-havai-belo-horizonte-mg-25m2-id-2557940055/,VIA NOBRE ALUGUEL,2557940055,['BUSINESS']
1050.0,189.0,39.0,0,1,0,65.0,"Rua José Rodrigues Pereira, Estoril, Minas Gerais","Loja para alugar, 39 m² por R$ 1.050,00/mês - Estoril - Belo Horizonte/MG",/imovel/aluguel-loja-salao-estoril-belo-horizonte-mg-39m2-id-2558664225/,BIHAIN NEGOCIOS IMOBILIARIOS,2558664225,['BUSINESS']
5000.0,1485.0,110.0,3,3,2,552.0,"Rua Engenheiro Walter Kurrle, Belvedere, Minas Gerais",Apartamento para aluguel tem 110 metros quadrados com 3 quartos em Belvedere - Belo Horizonte - MG,/imovel/aluguel-apartamento-3-quartos-mobiliado-belvedere-belo-horizonte-mg-110m2-id-2558823831/,Manoel Pantuzzo,2558823831,['APARTMENT']
2700.0,787.0,130.0,4,3,2,258.0,"Rua José Hemetério Andrade, Buritis, Minas Gerais","Apartamento para aluguel, 4 quartos, 1 suíte, 2 vagas, Buritis - Belo Horizonte/MG",/imovel/aluguel-apartamento-4-quartos-com-churrasqueira-buritis-belo-horizonte-mg-130m2-id-2558910694/,SOGNO IMOVEIS ALUGUEL,2558910694,['APARTMENT']
1000.0,446.0,22.0,0,1,0,129.0,"Rua Ceará, Savassi, Minas Gerais","Sala para aluguel, Savassi - Belo Horizonte/MG",/imovel/aluguel-conjunto-comercial-sala-com-elevador-savassi-belo-horizonte-mg-22m2-id-2558870609/,DECISÃO IMÓVEIS ALUGUEL,2558870609,['OFFICE']
1600.0,430.0,75.0,3,2,1,88.0,"Rua Centralina, Santa Inês, Minas Gerais","Apartamento para Aluguel - Santa Inês, 3 Quartos, 75 m2",/imovel/aluguel-apartamento-3-quartos-com-piscina-santa-ines-belo-horizonte-mg-75m2-id-2558637263/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558637263,['APARTMENT']
2000.0,439.0,41.0,0,1,1,222.0,"Santa Efigênia, Minas Gerais","Sala para aluguel, 1 vaga, Santa Efigênia - Belo Horizonte/MG",/imovel/aluguel-conjunto-comercial-sala-com-seguranca-interna-santa-efigenia-belo-horizonte-mg-41m2-id-2552064591/,LAR IMÓVEIS LOCAÇÃO,2552064591,['OFFICE']
3700.0,1097.0,69.0,0,0,2,338.0,"Avenida dos Andradas, Santa Tereza, Minas Gerais","Sala(s) para aluguel, 2 vagas, Santa Tereza - Belo Horizonte/MG",/imovel/aluguel-com-seguranca-interna-santa-tereza-belo-horizonte-mg-69m2-id-2558850482/,Anuar Donato Consultoria Imobiliária,2558850482,['OFFICE']
2100.0,0.0,80.0,0,1,0,71.0,"Bom Jesus, Minas Gerais",salão - Bom Jesus - Belo Horizonte,/imovel/aluguel-conjunto-comercial-sala-bom-jesus-belo-horizonte-mg-80m2-id-2558690767/,Imobiplus,2558690767,['OFFICE']
1900.0,100.0,84.0,3,1,2,0.0,"Rua Maria Paschoal Gatti, Barreiro, Minas Gerais","Apartamento para aluguel, 3 quartos, 1 suíte, 2 vagas, Barreiro - Belo Horizonte/MG",/imovel/aluguel-apartamento-3-quartos-barreiro-belo-horizonte-mg-84m2-id-2558919601/,Campos Guimarães Imóveis - Unidade Barreiro,2558919601,['APARTMENT']
1800.0,0.0,85.0,3,2,2,104.0,"Rua Boqueirão, Betânia, Minas Gerais","Apartamento para aluguel, 3 quartos, 1 suíte, 2 vagas, Betânia - Belo Horizonte/MG",/imovel/aluguel-apartamento-3-quartos-com-churrasqueira-betania-belo-horizonte-mg-85m2-id-2558866472/,GR IMOVEIS  ALUGUEL,2558866472,['APARTMENT']
1000.0,365.0,30.0,0,0,0,0.0,"Cidade Nova, Minas Gerais","Sala para aluguel, Cidade Nova - Belo Horizonte/MG",/imovel/aluguel-conjunto-comercial-sala-com-elevador-cidade-nova-belo-horizonte-mg-30m2-id-2558097469/,LIDERAR IMOVEIS,2558097469,['OFFICE']
1000.0,189.0,37.0,0,1,0,63.0,"Rua José Rodrigues Pereira, Estoril, Minas Gerais","Loja para alugar, 37 m² por R$ 1.000,00/mês - Estoril - Belo Horizonte/MG",/imovel/aluguel-loja-salao-estoril-belo-horizonte-mg-37m2-id-2558664232/,BIHAIN NEGOCIOS IMOBILIARIOS,2558664232,['BUSINESS']
1600.0,0.0,50.0,0,1,0,0.0,"Rua Sobradinho, Glória, Minas Gerais",Loja para alugar em Belo Horizonte,/imovel/aluguel-loja-salao-gloria-belo-horizonte-mg-50m2-id-2558602390/,INOVA PLATAFORMA DE INTEGRACAO,2558602390,['BUSINESS']
1280.0,224.0,69.0,2,1,1,62.0,"Avenida Miguel Perrela, Castelo, Minas Gerais","Apartamento para Aluguel - Castelo, 2 Quartos, 69 m2",/imovel/aluguel-apartamento-2-quartos-castelo-belo-horizonte-mg-69m2-id-2558658083/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558658083,['APARTMENT']
4500.0,205.0,70.0,0,0,0,195.0,"Avenida José Cândido da Silveira, Santa Inês, Minas Gerais",Loja para para aluguel no Santa Inês,/imovel/aluguel-com-cozinha-santa-ines-belo-horizonte-mg-70m2-id-2558875622/,Valore Imoveis Aluguel,2558875622,['BUSINESS']
2300.0,458.0,37.0,0,1,1,170.0,"Avenida Raja Gabaglia, Gutierrez, Minas Gerais",Escritório mobiliado 37 m2 na Raja próx. ao Fórum e Tribunal de Contas,/imovel/aluguel-conjunto-comercial-sala-gutierrez-belo-horizonte-mg-37m2-id-2558375014/,Silvia Alvarenga,2558375014,['OFFICE']
2700.0,300.0,100.0,3,2,1,127.0,"Avenida dos Esportes, Padre Eustáquio, Minas Gerais","Apartamento para Aluguel - Padre Eustáquio, 3 Quartos, 100 m2",/imovel/aluguel-apartamento-3-quartos-padre-eustaquio-belo-horizonte-mg-100m2-id-2558845992/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558845992,['APARTMENT']
1332.0,337.0,40.0,0,0,0,124.0,"Rua Soter Ramos Couto, Buritis, Minas Gerais","Sala para alugar, 40 m² por R$ 1.332,00/mês - Buritis - Belo Horizonte/MG",/imovel/aluguel-conjunto-comercial-sala-buritis-belo-horizonte-mg-40m2-id-2557942643/,VIA NOBRE ALUGUEL,2557942643,['OFFICE']
4500.0,0.0,100.0,0,2,1,600.0,"Lourdes, Minas Gerais","Sala para alugar, 100 m² e 01 vaga - Lourdes - Belo Horizonte/MG",/imovel/aluguel-conjunto-comercial-sala-com-elevador-lourdes-belo-horizonte-mg-100m2-id-2558851318/,Sempre Imóveis,2558851318,['OFFICE']
3500.0,910.0,90.0,3,2,2,291.0,"Rua Lauro Ferreira, Buritis, Minas Gerais","Apartamento para aluguel, 3 quartos, 1 suíte, 2 vagas, Buritis - Belo Horizonte/MG",/imovel/aluguel-apartamento-3-quartos-com-piscina-buritis-belo-horizonte-mg-90m2-id-2558910693/,SOGNO IMOVEIS ALUGUEL,2558910693,['APARTMENT']
2170.0,100.0,48.0,0,1,1,40.0,"Rua Engenheiro Bernardo Sayão, União, Minas Gerais","Sala para alugar, 48 m² por R$ 2.170,00 - União - Belo Horizonte/MG",/imovel/aluguel-conjunto-comercial-sala-uniao-belo-horizonte-mg-48m2-id-2558664231/,BIHAIN NEGOCIOS IMOBILIARIOS,2558664231,['OFFICE']
1900.0,239.0,52.0,0,0,0,150.0,"Santa Efigênia, Minas Gerais","Loja para aluguel, Santa Efigênia - Belo Horizonte/MG",/imovel/aluguel-loja-salao-santa-efigenia-belo-horizonte-mg-52m2-id-2552064477/,LAR IMÓVEIS LOCAÇÃO,2552064477,['BUSINESS']
2800.0,640.0,97.0,3,2,2,288.0,"Rua Marco Aurélio de Miranda, Buritis, Minas Gerais","Apartamento para aluguel, 3 quartos, 1 suíte, 2 vagas, Buritis - Belo Horizonte/MG",/imovel/aluguel-apartamento-3-quartos-com-salao-de-festas-buritis-belo-horizonte-mg-97m2-id-2556880120/,GR IMOVEIS  ALUGUEL,2556880120,['APARTMENT']
2250.0,467.0,35.0,1,1,1,156.0,"Rua Gonçalves Dias, Lourdes, Minas Gerais","Apartamento para Aluguel - Lourdes, 1 Quarto, 35 m2",/imovel/aluguel-apartamento-1-quarto-com-academia-lourdes-belo-horizonte-mg-35m2-id-2556981347/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2556981347,['APARTMENT']
2300.0,800.0,115.0,2,2,1,154.0,"Rua Martim Francisco, Gutierrez, Minas Gerais","Apartamento para Aluguel - Gutierrez, 2 Quartos, 115 m2",/imovel/aluguel-apartamento-2-quartos-com-churrasqueira-gutierrez-belo-horizonte-mg-115m2-id-2558353950/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558353950,['APARTMENT']
1900.0,0.0,40.0,0,1,0,180.0,"Rua Paulo Afonso, Santo Antônio, Minas Gerais","Loja para aluguel, Santo Antônio - Belo Horizonte/MG",/imovel/aluguel-loja-salao-com-cozinha-santo-antonio-belo-horizonte-mg-40m2-id-2558849145/,Anuar Donato Consultoria Imobiliária,2558849145,['BUSINESS']
1980.0,549.0,107.0,3,2,2,123.0,"Rua Frutuoso Viana, Havaí, Minas Gerais","Apartamento para Aluguel - Havaí, 3 Quartos, 107 m2",/imovel/aluguel-apartamento-3-quartos-havai-belo-horizonte-mg-107m2-id-2558531201/,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,2558531201,['APARTMENT']
1200.0,500.0,35.0,0,1,1,0.0,"Avenida Raja Gabaglia, Alpes, Minas Gerais","Sala para aluguel, 1 vaga, Alpes - Belo Horizonte/MG",/imovel/aluguel-alpes-belo-horizonte-mg-35m2-id-91174034/,Imobiliária Buritis,91174034,['OFFICE']
1000.0,584.0,55.0,0,0,0,162.0,"Avenida Afonso Pena, Centro, Minas Gerais","Sala(s) para aluguel, Centro - Belo Horizonte/MG",/imovel/aluguel-conjunto-comercial-sala-com-seguranca-interna-centro-belo-horizonte-mg-55m2-id-2558849776/,Anuar Donato Consultoria Imobiliária,2558849776,['OFFICE']
